REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,16V,1,39,31,37,8,13,0,2,27,2,4,42,36,35,19,18,4,0,158,58,0.35,-0.4559319556497244,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,17V,1,31,38,29,8,16,5,1,12,6,1,61,22,27,18,9,1,2,141,58,0.11,-0.958607314841775,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V,6,37,26,29,3,13,2,2,15,4,1,57,11,24,22,15,3,0,133,58,0.006,-2.221848749616356,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V,1,28,30,30,5,4,0,1,12,1,8,30,19,32,15,6,1,0,111,58,0.91,-0.040958607678906384,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V,2,25,30,39,4,8,0,0,21,0,2,15,26,46,25,10,5,0,129,58,0.51,-0.2924298239020636,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V,1,20,32,46,10,12,1,0,14,1,6,32,23,48,9,13,3,2,136,58,0.24,-0.619788758288394,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V,3,28,42,37,7,4,2,0,26,2,4,32,20,53,22,13,4,1,149,58,0.2,-0.6989700043360187,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V,0,31,42,35,5,6,0,2,11,2,4,31,33,34,18,9,3,0,132,58,0.48,-0.3187587626244128,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V,1,26,46,35,11,7,1,2,9,3,11,44,19,38,17,8,1,0,138,58,0.13,-0.8860566476931632,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V,3,27,31,39,8,7,1,0,10,1,6,29,29,34,17,7,2,1,126,58,0.74,-0.13076828026902382,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V,2,18,31,32,4,16,0,1,21,1,6,24,38,24,17,12,3,0,125,58,0.14,-0.8538719643217619,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,27V,4,22,43,40,5,12,0,1,14,1,6,29,30,25,20,22,7,2,141,58,0.32,-0.494850021680094,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,28V,2,29,43,39,7,7,3,3,23,6,2,24,51,35,27,14,2,1,156,58,0.38,-0.42021640338318983,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,29V,2,32,36,50,8,6,0,1,22,1,3,29,53,27,29,14,1,1,157,58,0.5,-0.3010299956639812,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,10V,2,30,29,28,10,7,1,1,17,2,3,20,46,11,22,13,8,2,125,58,0.69,-0.16115090926274472,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,11V,1,25,40,35,11,10,2,1,25,3,6,21,59,5,21,21,12,5,150,58,0.95,-0.022276394711152253,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,12V,1,17,35,37,14,9,6,2,31,8,7,13,51,10,31,25,9,6,152,58,0.04,-1.3979400086720375,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,13V,2,23,46,33,8,6,2,3,18,5,1,17,63,5,21,23,8,3,141,58,0.26,-0.585026652029182,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,14V,6,38,34,37,11,9,3,4,16,7,8,11,68,12,29,18,9,3,158,58,0.02,-1.6989700043360187,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,15V,2,24,27,34,13,9,0,0,30,0,4,9,57,18,33,15,3,0,139,58,0.11,-0.958607314841775,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,1V,1,9,16,20,6,8,2,0,15,2,0,11,8,4,19,16,9,10,77,58,0.99,-0.004364805402450088,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,2V,2,11,27,22,3,6,0,0,8,0,3,12,8,2,13,19,16,6,79,58,0.12,-0.9208187539523752,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,3V,0,14,25,31,4,12,0,2,21,2,1,19,10,8,24,24,18,5,109,58,0.81,-0.09151498112135022,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,4V,1,16,30,32,6,10,0,1,24,1,1,12,7,8,45,29,13,5,120,58,0.93,-0.03151705144606486,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,5V,0,14,22,32,10,9,2,0,21,2,3,11,8,17,31,32,8,0,110,58,0.83,-0.08092190762392612,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,6V,3,21,25,28,9,8,0,3,29,3,3,12,9,25,35,25,15,2,126,58,0.6,-0.2218487496163564,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,7V,2,23,35,27,6,10,4,1,32,5,1,14,11,51,32,23,7,1,140,58,0.17,-0.769551078621726,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,8V,2,28,28,27,6,9,2,1,28,3,2,10,10,54,21,21,7,6,131,58,0.38,-0.42021640338318983,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,9V,3,13,39,23,10,6,1,0,31,1,2,12,23,15,33,26,13,2,126,58,0.03,-1.5228787452803376,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,10M,0,14,36,36,9,16,0,3,23,3,8,7,13,24,37,33,15,0,137,58,0.58,-0.23657200643706275,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,11M,2,29,42,33,11,16,2,3,18,5,3,11,15,42,33,34,14,4,156,58,0.28,-0.5528419686577808,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,12M,6,23,33,32,11,11,0,2,23,2,5,15,12,28,49,23,7,2,141,58,0.36,-0.44369749923271273,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,13M,3,27,21,44,15,14,2,2,26,4,1,8,32,47,36,24,4,2,154,58,0.03,-1.5228787452803376,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,14M,0,25,30,36,7,12,2,1,24,3,3,6,32,30,35,22,6,3,137,58,0.9,-0.045757490560675115,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,15M,1,15,30,42,6,6,0,2,21,2,4,4,21,41,32,14,5,2,123,58,0.34,-0.46852108295774486,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,1M,0,8,22,28,7,12,0,4,19,4,3,10,10,5,14,31,15,12,100,58,0.57,-0.24412514432750865,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,2M,2,11,29,22,7,11,0,3,28,3,3,10,7,3,30,34,25,1,113,58,0.88,-0.05551732784983137,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,3M,1,16,34,32,13,13,2,0,37,2,4,16,9,8,42,47,19,3,148,58,0.88,-0.05551732784983137,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,4M,3,14,29,32,6,10,1,0,18,1,4,13,7,5,34,35,15,0,113,58,0.61,-0.21467016498923297,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,5M,4,20,33,33,9,13,1,1,23,2,1,5,4,10,54,38,12,13,137,58,0.37,-0.431798275933005,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,6M,0,22,31,37,8,12,2,1,31,3,4,10,5,14,52,40,18,1,144,58,0.81,-0.09151498112135022,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,7M,1,23,23,18,7,12,1,1,17,2,3,13,6,5,31,26,15,4,103,58,0.11,-0.958607314841775,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,8M,1,18,31,35,11,15,0,0,21,0,1,7,12,13,49,34,9,7,132,58,0.35,-0.4559319556497244,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,LICEO RAUL BROUSSAIN CAMPINO,9M,1,17,27,35,5,18,2,2,25,4,3,7,14,21,39,33,12,3,132,58,0.45,-0.3467874862246563,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,16M,1,37,29,36,12,10,0,2,22,2,2,4,45,49,26,19,4,0,149,58,0.6,-0.2218487496163564,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,17M,1,18,41,45,9,16,0,2,22,2,2,6,28,71,26,17,0,4,154,58,0.34,-0.46852108295774486,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,18M,2,28,46,44,11,10,2,1,21,3,3,12,30,74,28,11,6,1,165,58,0.93,-0.03151705144606486,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,19M,2,40,33,40,8,14,0,0,23,0,1,19,56,42,21,14,5,3,160,58,0.41,-0.38721614328026455,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,20M,2,27,46,41,11,16,1,0,23,1,3,8,55,54,24,17,4,2,167,58,0.82,-0.08618614761628333,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,21M,3,31,34,36,16,12,2,2,27,4,6,6,71,40,23,12,4,1,163,58,0.12,-0.9208187539523752,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,22M,5,30,33,49,11,11,0,2,18,2,5,12,63,40,22,12,5,0,159,58,0.37,-0.431798275933005,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,23M,2,39,39,38,11,21,1,3,16,4,5,15,80,40,19,11,0,0,170,58,0.14,-0.8538719643217619,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,30V,1,37,29,44,6,9,0,1,17,1,11,10,49,31,26,12,5,0,144,58,0.44,-0.3565473235138126,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,31V,1,25,48,45,7,6,0,1,18,1,9,28,58,26,13,12,3,2,151,58,0.41,-0.38721614328026455,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,32,1,30,41,22,1,5,0,0,4,0,6,12,72,7,3,3,1,0,104,58,0.027,-1.5686362358410126,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,33,3,35,22,20,1,6,0,0,5,0,2,40,39,7,2,1,0,1,92,58,0.03,-1.5228787452803376,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,34,0,24,43,22,6,11,1,0,6,1,4,78,16,10,2,0,2,1,113,58,0.06,-1.2218487496163564,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,POLIDEPORTIVO AYSEN,35,4,28,35,30,3,13,2,0,6,2,8,40,36,24,8,4,1,0,121,58,0.15,-0.8239087409443188,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,BAHIA MURTA,ESCUELA RURAL CARRETERA AUSTRAL,1M-1V,2,7,25,69,8,19,3,4,22,7,0,6,17,19,34,46,28,9,159,2,0.84,-0.07572071393811836,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,BAHIA MURTA,ESCUELA RURAL CARRETERA AUSTRAL,2V-3,0,5,14,14,3,9,0,0,7,0,1,10,8,13,8,7,5,0,52,2,0.32,-0.494850021680094,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,BALMACEDA,ESCUELA JOSE ANTOLIN SILVA ORMENO,1M-2M-1V,2,14,44,63,5,20,2,2,16,4,2,10,30,21,38,49,11,7,168,2,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,BALMACEDA,ESCUELA JOSE ANTOLIN SILVA ORMENO,2V,1,2,11,19,4,4,1,1,3,2,3,5,7,13,7,6,4,1,46,2,0.64,-0.1938200260161128,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,10,1,10,37,17,3,2,1,0,5,1,3,34,24,9,2,2,2,0,76,17,0.44,-0.3565473235138126,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,1M,2,4,16,30,2,10,1,1,15,2,0,4,2,4,13,29,19,10,81,17,0.16,-0.7958800173440752,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,1V,0,4,17,22,3,6,1,1,12,2,4,10,3,3,9,23,7,6,66,17,0.82,-0.08618614761628333,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,2M,1,6,25,18,3,6,0,0,16,0,3,6,2,4,24,23,11,2,75,17,0.92,-0.036212172654444715,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,2V,0,7,27,14,4,4,1,0,19,1,1,9,5,8,15,23,12,3,76,17,0.61,-0.21467016498923297,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,3M,1,8,24,18,2,9,1,0,12,1,1,0,5,1,29,27,10,2,75,17,0.77,-0.11350927482751812,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,3V,3,0,26,10,4,6,1,2,13,3,0,4,5,8,15,22,8,3,65,17,0.009,-2.0457574905606752,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,4M,1,11,33,30,4,5,0,2,25,2,2,5,8,43,24,24,4,1,111,17,0.74,-0.13076828026902382,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,4V,2,13,23,16,3,9,3,2,16,5,0,10,9,17,26,16,6,3,87,17,0.18,-0.744727494896694,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,5M,3,6,34,21,8,9,1,2,21,3,1,5,8,54,20,10,6,1,105,17,0.16,-0.7958800173440752,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,5V,2,13,35,18,5,11,1,0,16,1,2,9,29,21,17,15,7,1,101,17,0.54,-0.26760624017703144,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,6M,1,11,39,38,4,10,0,8,24,8,3,15,34,42,19,11,5,1,135,17,0.17,-0.769551078621726,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,6V,1,15,44,21,8,10,1,3,22,4,2,26,18,35,16,20,5,2,125,17,0.63,-0.2006594505464183,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,7M,1,14,31,31,3,13,3,1,13,4,2,12,47,19,11,18,1,0,110,17,0.37,-0.431798275933005,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,7V,1,18,29,29,8,7,2,1,10,3,5,12,34,17,15,16,4,2,105,17,0.28,-0.5528419686577808,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,8V,2,16,45,28,6,7,2,1,16,3,6,17,40,22,17,17,4,0,123,17,0.98,-0.00877392430750515,-1,-1,-1,-1,-1,-1,-1,-1
